,HIAA80,90837,CPT4,774,11,MPPO,230
,REF,90837,CPT4,AK01,11,MBH,173.83
,HIAA80,90837,CPT4,560,11,MWC,259
,HIAA80,90837,CPT4,559,11,TC,256
,HIAA80,90837,CPT4,855,11,MWC,275
,REF,90837,CPT4,AK01,11,HMOHRA,204.5
,HIAA80,90837,CPT4,878,11,MEPO,231
,REF,90837,CPT4,AK01,11,MCARE,169.37
,HIAA80,90837,CPT4,402,11,POS,205
,HIAA80,90837,CPT4,344,11,MBH,265
,HIAA80,90837,CPT4,352,11,MCAID,179
,HIAA80,90837,CPT4,913,11,USACC,276
,HIAA80,90837,CPT4,287,11,SLFIN,222
,HIAA80,90837,CPT4,483,11,TC,232
,HIAA80,90837,CPT4,708,11,DHMO,154
,HIAA80,90837,CPT4,570,11,HMO,231
,HIAA80,90837,CPT4,088,11,MCAID,206
,HIAA80,90837,CPT4,851,11,,226
,REF,90837,CPT4,AK01,11,EAP,204.5
,REF,90837,CPT4,AK01,11,USACC,204.5
,HIAA80,90837,CPT4,432,11,DHMO,283
,HIAA80,90837,CPT4,304,11,TRICR,249
,HIAA80,90837,CPT4,893,11,HMO,257
,HIAA80,90837,CPT4,294,11,QPOS,231
,HIAA80,90837,CPT4,344,11,MEPO,265
,HIAA80,90837,CPT4,611,11,MC,257
,HIAA80,90837,CPT4,233,11,QPOS,251
,HIAA80,90837,CPT4,967,11,MWC,251
,HIAA80,90837,CPT4,467,11,HMOAVN,180
,HIAA80,90837,CPT4,337,11,MCARE,273
,HIAA80,90837,CPT4,130,11,MPPO,179
,HIAA80,90837,CPT4,080,11,MPPO,226
,HIAA80,90837,CPT4,403,11,,205
,HIAA80,90837,CPT4,524,11,TC,200
,HIAA80,90837,CPT4,731,11,MEPPO,194
,HIAA80,90837,CPT4,716,11,TRICR,245
,REF,90837,CPT4,AK01,11,MEHMO,169.37
,HIAA80,90837,CPT4,327,11,MEFFS,199
,HIAA80,90837,CPT4,996,11,VPHMO,266
,HIAA80,90837,CPT4,458,11,HMOAVN,196
,HIAA80,90837,CPT4,647,11,MC,200
,HIAA80,90837,CPT4,298,11,HMOAVN,257
,HIAA80,90837,CPT4,561,11,MCARE,302
,HIAA80,90837,CPT4,467,11,MEPO,180
,HIAA80,90837,CPT4,077,11,MCAID,205
,HIAA80,90837,CPT4,571,11,MEPO,251
,REF,90837,CPT4,AK01,11,MBH,153.38
,HIAA80,90837,CPT4,967,11,MHMO,251
,HIAA80,90837,CPT4,488,11,MEPOS,226
,HIAA80,90837,CPT4,430,11,DPPO,231
,HIAA80,90837,CPT4,006,11,ALL,180
,HIAA80,90837,CPT4,454,11,MCAID,179
,HIAA80,90837,CPT4,339,11,HMO,337
,HIAA80,90837,CPT4,293,11,ALL,154
,HIAA80,90837,CPT4,571,11,MWC,251
,HIAA80,90837,CPT4,247,11,MC,231
,HIAA80,90837,CPT4,370,11,ALL,193
,REF,90837,CPT4,AK01,11,,173.83
,HIAA80,90837,CPT4,604,11,DPPO,241
,HIAA80,90837,CPT4,571,11,SLFIN,251
,REF,90837,CPT4,AK01,11,MCARE,225.83
,HIAA80,90837,CPT4,290,11,MEFFS,164
,REF,90837,CPT4,AK01,11,MPPO,204.5
,HIAA80,90837,CPT4,493,11,SLFIN,201
,HIAA80,90837,CPT4,700,11,QPOS,156
,HIAA80,90837,CPT4,212,11,MC,184
,HIAA80,90837,CPT4,551,11,MBH,251
,HIAA80,90837,CPT4,773,11,TRICR,241
,HIAA80,90837,CPT4,602,11,MEPOS,206
,HIAA80,90837,CPT4,853,11,SLFIN,241
,HIAA80,90837,CPT4,940,11,TC,298
,HIAA80,90837,CPT4,605,11,QPOS,256
,HIAA80,90837,CPT4,434,11,TC,185
,HIAA80,90837,CPT4,484,11,MBH,251
,HIAA80,90837,CPT4,080,11,MBH,226
,HIAA80,90837,CPT4,242,11,NNHMO,210
,HIAA80,90837,CPT4,336,11,,282
,HIAA80,90837,CPT4,327,11,MWC,199
,HIAA80,90837,CPT4,601,11,HMOHRA,216
,HIAA80,90837,CPT4,190,11,ALL,205
,REF,90837,CPT4,AK01,11,MPPO,173.83
,HIAA80,90837,CPT4,855,11,POS,275
,HIAA80,90837,CPT4,483,11,EAP,232
,HIAA80,90837,CPT4,833,11,MPPO,215
,HIAA80,90837,CPT4,537,11,SLFIN,251
,HIAA80,90837,CPT4,115,11,MCAID,352
,HIAA80,90837,CPT4,708,11,MC,154
,REF,90837,CPT4,AK01,11,NNHMO,204.5
,HIAA80,90837,CPT4,296,11,MC,185
,HIAA80,90837,CPT4,278,11,TRICR,246
,HIAA80,90837,CPT4,756,11,DPPO,242
,HIAA80,90837,CPT4,545,11,MEPO,262
,HIAA80,90837,CPT4,967,11,SLFIN,251
,HIAA80,90837,CPT4,220,11,DHMO,231
,HIAA80,90837,CPT4,782,11,HMO,241
,REF,90837,CPT4,AK01,11,MCARE,169.37
,HIAA80,90837,CPT4,316,11,,241
,HIAA80,90837,CPT4,442,11,NNHMO,186
,HIAA80,90837,CPT4,337,11,MEPO,273
,HIAA80,90837,CPT4,910,11,,256
,HIAA80,90837,CPT4,233,11,POS,251
,HIAA80,90837,CPT4,890,11,EAP,215
,HIAA80,90837,CPT4,458,11,EAP,196
,HIAA80,90837,CPT4,066,11,USACC,225
,HIAA80,90837,CPT4,770,11,MEPPO,352
,HIAA80,90837,CPT4,606,11,MEFFS,207
,HIAA80,90837,CPT4,554,11,DPPO,251
,HIAA80,90837,CPT4,215,11,NNHMO,200
,HIAA80,90837,CPT4,851,11,MBH,226
,REF,90837,CPT4,AK01,11,MEPPO,169.37
,REF,90837,CPT4,AK01,11,NNHMO,204.5
,HIAA80,90837,CPT4,260,11,HMOAVN,226
,REF,90837,CPT4,AK01,11,MEPO,169.37
,HIAA80,90837,CPT4,313,11,MCARE,205
,HIAA80,90837,CPT4,496,11,,215
,HIAA80,90837,CPT4,434,11,MEPOS,185
,HIAA80,90837,CPT4,974,11,MCARE,271
,HIAA80,90837,CPT4,456,11,TRICR,212
,HIAA80,90837,CPT4,226,11,,233
,HIAA80,90837,CPT4,247,11,TC,231
,HIAA80,90837,CPT4,922,11,MHMO,256
,HIAA80,90837,CPT4,716,11,ALL,245
,HIAA80,90837,CPT4,710,11,MEFFS,179
,HIAA80,90837,CPT4,493,11,HMOHRA,201
,REF,90837,CPT4,AK01,11,ALL,225.83
